,raw_text,clean,label
6294,Gatwick drones: Sussex Police 'really sorry' for arrested couple,gatwick drone sussex polic realli sorri arrest coupl,1
6295,"Restrictive job adverts 'put women off', says top female boss",restrict job advert put woman say top femal bos,1
6296,The theatre shows you won't want to miss in 2019,theatr show want miss,1
6297,DR Congo poll: Five things to know about the nation that powers mobile phones,dr congo poll five thing know nation power mobil phone,1
6298,UK to spend £108m on no-deal ferries,uk spend deal ferri,1
6299,Australia v India: Tourists need two wickets to win third Test in Melbourne,australia v india tourist need two wicket win third test melbourn,1
6300,New Year Honours: Alastair Cook and Bill Beaumont knighted,new year honour alastair cook bill beaumont knight,1
6301,The breakthroughs that could save our lives,breakthrough could save life,1
6302,The five biggest fashion looks for spring 2019,five biggest fashion look spring,1
6303,Australian Open heat breaks: Players to get 10-minute break in extreme temperatures,australian open heat break player get minut break extrem temperatur,1
6304,Rangers v Celtic: Steven Gerrard says Rangers must bring 'A game',ranger v celtic steven gerrard say ranger must bring game,1
6305,Premier League predictions: Lawro v Wolf Alice bassist Theo Ellis,premier leagu predict lawro v wolf alic bassist theo elli,1
6306,Channel migrants: Dover visit for minister amid 'crisis',channel migrant dover visit minist amid crisi,1
6307,HMV to honour gift cards despite going into administration,hmv honour gift card despit go administr,1
6308,Andy Murray: Briton still has pain in hip but feels better than last year,andi murray briton still pain hip feel better last year,1
6309,PDC World Darts Championship: Defending champion Rob Cross beaten by Luke Humphries,pdc world dart championship defend champion rob cross beaten luke humphri,1
6310,What went wrong on the High Street in 2018?,went wrong high street,1
6311,Putin's Russia: Icy Siberia reveals cracks in society,putin russia ici siberia reveal crack societi,1
6312,Yemen war: What will the new year hold?,yemen war new year hold,1
6313,On the streets of Birmingham helping homeless pets,street birmingham help homeless pet,1
6314,A whole new world for free trade?,whole new world free trade,1
6315,Fireworks banned on the Galapagos to protect wildlife,firework ban galapago protect wildlif,1
6316,"Norman Gimbel, award-winning lyricist, dies aged 91",norman gimbel award win lyricist dy age,1
6317,Newspaper headlines: Honours for a 60s icon and 'ordinary heroes',newspap headlin honour icon ordinari hero,1
6318,German female IS recruit 'let slave child die of thirst' in Iraq,german femal recruit let slave child die thirst iraq,1
6319,New Year Honours 2019: Ex gang member on list for anti-crime work,new year honour ex gang member list anti crime work,1
6320,John Redwood gets knighthood in New Year's Honours list,john redwood get knighthood new year honour list,1
6321,New Year Honours 2019: Divers honoured for Thai cave rescue,new year honour diver honour thai cave rescu,1
6322,New Year Honours: Famous faces on the 2019 list,new year honour famous face list,1
6323,"New Year Honours 2019: Twiggy, Michael Palin and Gareth Southgate on list",new year honour twiggi michael palin gareth southgat list,1
6324,Fiona Onasanya: Peterborough MP 'to stay in Parliament',fiona onasanya peterborough mp stay parliament,1
6325,Iceland crash: Family of Britons killed in crash 'horrified',iceland crash famili briton kill crash horrifi,1
6326,The Greatest Showman soundtrack beats Adele's UK album chart record,greatest showman soundtrack beat adel uk album chart record,1
6327,Pennsylvania cop ends armed standoff with White Christmas rendition,pennsylvania cop end arm standoff white christma rendit,1
6328,Tourist bus hit by blast at Egypt pyramids,tourist bus hit blast egypt pyramid,1
6329,"RT @BBCBreaking: Casualties as tourist bus hit by blast near Cairo pyramids, Egyptian officials and media say",rt bbcbreak casualti tourist bus hit blast near cairo pyramid egyptian offici medium say,1
6330,Tesla adds Larry Ellison to its board,tesla add larri ellison board,1
6331,"RT @BBCBreaking: Rising number of migrants attempting to cross English Channel declared ""major incident"" by UK home secretary",rt bbcbreak rise number migrant attempt cross english channel declar major incid uk home secretari,1
6332,Twelve adult male migrants detained off Dover coast,twelv adult male migrant detain dover coast,1
6333,Trump threatens to shut Mexican border in demand for wall funding,trump threaten shut mexican border demand wall fund,1
6334,RT: Russian station's chocolate Salisbury Cathedral gift slammed,rt russian station chocol salisburi cathedr gift slam,1
6335,Amos Oz: Acclaimed Israeli author dies at 79,amo oz acclaim isra author dy,1
6336,Iceland crash: British people killed were two women and baby,iceland crash british peopl kill two woman babi,1
6337,HMV: Did streaming cause retailer to fail?,hmv stream caus retail fail,1
6338,Syria war: Pro-government forces 'enter Manbij' amid Turkey threats,syria war pro govern forc enter manbij amid turkey threat,1
6339,Couple has baby after Facebook group pays for IVF,coupl babi facebook group pay ivf,1
6340,Madagascar pochard: World's rarest bird gets new home,madagascar pochard world rarest bird get new home,1
6341,Music retailer HMV confirms it has called in KPMG as administrators,music retail hmv confirm call kpmg administr,1
6342,Huawei: China accuses UK of 'pride and prejudice',huawei china accus uk pride prejudic,1
6343,Bandersnatch: Netflix's interactive Black Mirror film puts viewers in control,bandersnatch netflix interact black mirror film put viewer control,1
6344,Fisherman who fell overboard clung on to nets for five miles,fisherman fell overboard clung net five mile,1
6345,"RT @BBCr4today: Will Angelina Jolie run for president one day? She says she can ""get a lot done without a title"" so ""will stay quiet for no…",rt bbcr today angelina joli run presid one day say get lot done without titl stay quiet,1
6346,RT @BBCBreaking: Three men found guilty of murder after explosion at Leicester shop that killed five people,rt bbcbreak three men found guilti murder explos leicest shop kill five peopl,1
6347,"RT @BBCBreaking: Music retailer HMV poised to enter administration for the second time in six years, a move that would affect 2,200 staff h…",rt bbcbreak music retail hmv pois enter administr second time six year move would affect staff h,1
6348,Peter Hill-Wood: Arsenal's former chairman has died at the age of 82,peter hill wood arsenal former chairman die age,1
6349,"North Korea defector hack: Personal data of almost 1,000 leaked",north korea defector hack person data almost leak,1
6350,Angelina Jolie hints at move into politics,angelina joli hint move polit,1
6351,The councils trying to save the High Street,council tri save high street,1
6352,Sydney Opal Tower: How could a crack form in a new building?,sydney opal tower could crack form new build,1
6353,Sheikha Latifa: Mary Robinson 'backed Dubai version of events',sheikha latifa mari robinson back dubai version event,1
6354,Arron Hough: Missing British cruise worker search suspended,arron hough miss british cruis worker search suspend,1
6355,Royal Mail criticised for D-Day stamp mix-up,royal mail criticis day stamp mix,1
6356,National archives: When Margaret Thatcher met Gazza,nation archiv margaret thatcher met gazza,1
6357,Dame Vera Lynn threatened to pull out of D-Day 50th anniversary events,dame vera lynn threaten pull day th anniversari event,1
6358,What awaits any Rohingya refugees who return to Myanmar?,await rohingya refuge return myanmar,1
6359,New York awe-struck as sky over Queens turns blue,new york awe struck sky queen turn blue,1
6360,The Skripals and the Salisbury poisoning: What happened next?,skripal salisburi poison happen next,1
6361,The simple tips to improve your health,simpl tip improv health,1
6362,The booming trade in second-hand books,boom trade second hand book,1
6363,Hassan al-Kontar: Inside the story of his rescue from Syria,hassan al kontar insid stori rescu syria,1
6364,Tuition fees heading down in 2019?,tuition fee head,1
6365,Cold Feet: Learning from 'mistakes' of last series,cold foot learn mistak last seri,1
6366,How can the UK avoid another year of knife crime?,uk avoid anoth year knife crime,1
6367,More than half a million potholes reported last year - RAC,half million pothol report last year rac,1
6368,"Film 2019 will never be, as BBC drops long-running movie show",film never bbc drop long run movi show,1
6369,Maidstone murder charge after woman found dead,maidston murder charg woman found dead,1
6370,US shutdown impasse over Trump's wall drags on,u shutdown impass trump wall drag,1
6371,'Why the time is right for Brexit origins story',time right brexit origin stori,1
6372,Newspaper headlines: Iceland crash and migrant warnings,newspap headlin iceland crash migrant warn,1
6373,Caerphilly family's presents stolen on Christmas Eve,caerphilli famili present stolen christma eve,1
6374,More than 20 migrants detained in Kent,migrant detain kent,1
6375,Vegans banned by Lewes pub during hunt,vegan ban lew pub hunt,1
6376,Outcry as Instagram tries horizontal scrolling,outcri instagram tri horizont scroll,1
6377,Stock markets resume downward slide,stock market resum downward slide,1
6378,Tesco Rickmansworth 'hit-and-run' car recovered,tesco rickmansworth hit run car recov,1
6379,Woman arrested over deaths of children in Margate,woman arrest death child margat,1
6380,The car was a total wreck – tour guide describes the scene after a vehicle crashed while crossing a bridge in Ice…,car total wreck tour guid describ scene vehicl crash cross bridg ice,1
6381,Anak Krakatau tsunami: The moment a child was swept from her mum,anak krakatau tsunami moment child swept mum,1
6382,Air Force One seen over Sheffield on secret journey,air forc one seen sheffield secret journey,1
6383,Musk seeks to dismiss Thai cave defamation claim,musk seek dismiss thai cave defam claim,1
6384,Three Britons killed in Iceland crash,three briton kill iceland crash,1
6385,Hundreds offer to rehome Snoop the abandoned dog,hundr offer rehom snoop abandon dog,1
6386,Aqib Imran: Learning difficulties student guilty of terror plan,aqib imran learn difficulti student guilti terror plan,1
6387,Italian football fan dies amid Inter-Napoli clashes,italian footbal fan dy amid inter napoli clash,1
6388,Celebrity Big Brother: Roxanne Pallet incident tops 2018 Ofcom complaints,celebr big brother roxann pallet incid top ofcom complaint,1
6389,"No-deal Brexit could put public at risk, warns Met chief",deal brexit could put public risk warn met chief,1
6390,Sophie Wilson: Backpacker who broke neck back in UK,sophi wilson backpack broke neck back uk,1
6391,Bus crashes through fence and hits front of a house in south London,bus crash fenc hit front hous south london,1
6392,A horse-eye view of Oxford Street 🐎 🐎 🐎 [Tap to expand],hors eye view oxford street tap expand,1
6393,Andover house explosion: Man found dead,andov hous explos man found dead,1
6394,Tech became 'darker and more muddy' in 2018,tech becam darker muddi,1
6395,Jurgen Klopp: 'Premier League will be a race to the final day',jurgen klopp premier leagu race final day,1
6396,Britain's ethnic workers face £3.2bn 'pay penalty',britain ethnic worker face bn pay penalti,1
6397,Sydney Opal Tower: Residents forced to leave for second time,sydney opal tower resid forc leav second time,1
6398,Anak Krakatau: Indonesia flights rerouted as volcano alert level raised,anak krakatau indonesia flight rerout volcano alert level rais,1
6399,Huawei: 'Deep concerns' over firm's role in UK 5G upgrade,huawei deep concern firm role uk g upgrad,1
6400,Boxing Day Test: Seven-year-old Archie Schiller becomes Australia captain for a day,box day test seven year old archi schiller becom australia captain day,1
6401,Rwanda genocide: Habyarimana plane shooting probe dropped,rwanda genocid habyarimana plane shoot probe drop,1
6402,The best science long reads of 2018 (part one),best scienc long read part one,1
6403,How to resist 'drink pushers' during the festive season,resist drink pusher festiv season,1
6404,Slime - it's a slippery business,slime slipperi busi,1
6405,Focusmate: Watched over while I worked from home,focusm watch work home,1
6406,Florida school shooting: What happened next?,florida school shoot happen next,1
6407,Striking photojournalism from around the UK,strike photojourn around uk,1
6408,British cruise entertainer Arron Hough missing overboard,british cruis entertain arron hough miss overboard,1
6409,Miley Cyrus confirms marriage to Liam Hemsworth,miley cyrus confirm marriag liam hemsworth,1
6410,"Parking fees rise at many hospitals in 2017-18, analysis finds",park fee rise mani hospit analysi find,1
6411,Plastic bag fee 'to double to 10p' and include every shop,plastic bag fee doubl p includ everi shop,1
6412,Newspaper headlines: 'Sickening betrayal' over NHS parking fees,newspap headlin sicken betray nh park fee,1
6413,US stock markets rally after pre-Christmas slump,u stock market ralli pre christma slump,1
6414,Tony Carroll: Tributes to man killed in Liverpool police car crash,toni carrol tribut man kill liverpool polic car crash,1
6415,Trump visits US troops in Iraq,trump visit u troop iraq,1
6416,American man finishes solo race across Antarctica,american man finish solo race across antarctica,1
6417,Liverpool 4-0 Newcastle: Reds six points clear at the top,liverpool newcastl red six point clear top,1
6418,Casper and Corey Platt-May deaths: Coventry driver found dead in cell,casper corey platt may death coventri driver found dead cell,1
6419,Rickmansworth Tesco: Worker broke back in 'hit and run',rickmansworth tesco worker broke back hit run,1
6420,Lost teddy gets fast-tracked home in time for Christmas 🧸,lost teddi get fast track home time christma,1
6421,"RT @BBCSport: Leeds don't do dull games. Another day, another late Kemar Roofe winner. This time Blackburn Rovers were the victims. More…",rt bbcsport leed dull game anoth day anoth late kemar roof winner time blackburn rover victim,1
6422,RT @BBCSport: Six points clear! #LFC extended their lead at the top thanks to a 4-0 win over Newcastle. More: htt…,rt bbcsport six point clear lfc extend lead top thank win newcastl htt,1
6423,RT @BBCSport: Tottenham are up to second in the Premier League after another goal-fest. This time at home to Bournemouth. More:,rt bbcsport tottenham second premier leagu anoth goal fest time home bournemouth,1
6424,RT @BBCSport: Ricardo Pereira's late strike condemned Manchester City to a second successive defeat as Leicester took all three points. M…,rt bbcsport ricardo pereira late strike condemn manchest citi second success defeat leicest took three point,1
6425,RT @BBCSport: A double from Paul Pogba helped Manchester United to a stylish victory over the Premier League's bottom side Huddersfield.…,rt bbcsport doubl paul pogba help manchest unit stylish victori premier leagu bottom side huddersfield,1
6426,"RT @BBCWorld: A ceremony has been held as part of a project to reconnect transport links between North and South Korea, almost 70 years aft…",rt bbcworld ceremoni held part project reconnect transport link north south korea almost year aft,1
6427,RT @BBCSport: Cristiano Ronaldo's late equaliser maintained Juventus' unbeaten Serie A record as they salvaged a draw with Atalanta. More:…,rt bbcsport cristiano ronaldo late equalis maintain juventus unbeaten seri record salvag draw atalanta,1
6428,TV art historian and nun Sister Wendy Beckett dies at 88,tv art historian nun sister wendi beckett dy,1
6429,RT @BBCNewsbeat: 2018 has been quite a year - and it's all there in our most used words of the past 12 months 🐷,rt bbcnewsbeat quit year use word past month,1
6430,RT @BBCSport: Fulham manager Claudio Ranieri rued the missed opportunity to claim all three points but praised his side for the improvement…,rt bbcsport fulham manag claudio ranieri ru miss opportun claim three point prais side improv,1
6431,"Boxing Day sales: Footfall down for third year, analysts say",box day sale footfal third year analyst say,1
6432,RT @BBCWorld: Afghan presidential election delayed by three months,rt bbcworld afghan presidenti elect delay three month,1
6433,"RT @BBCWorld: ""It’s a kind of gymnastics on concrete"" Why parkour's leading lady Silke Sollfrank chose freerunning over Olympic dreams ht…",rt bbcworld kind gymnast concret parkour lead ladi silk sollfrank chose freerun olymp dream ht,1
6434,A mum whose photo of the Royals went viral last Christmas does it again with a snap of Meghan stroking her bump…,mum whose photo royal went viral last christma snap meghan stroke bump,1
6435,.@LFC footballer Trent Alexander-Arnold brings Christmas cheer to 60 families from underprivileged backgrounds…,lfc footbal trent alexand arnold bring christma cheer famili underprivileg background,1
6436,Queen tops Christmas Day TV viewing,queen top christma day tv view,1
6437,RT @bbcweather: We've squeezed one more day out of the #AdventCalendar ... with the bloopers version!,rt bbcweather squeez one day adventcalendar blooper version,1
6438,UK couple die within hours of each other in Australia,uk coupl die within hour australia,1
6439,Pantomime is a popular Christmas treat for families in the UK. But how do you explain the theatrical tradition to a…,pantomim popular christma treat famili uk explain theatric tradit,1
6440,Three English Channel 'migrants' brought ashore,three english channel migrant brought ashor,1
6441,'Wrong to ignore' ethnicity of grooming gangs - Home Secretary Sajid Javid says,wrong ignor ethnic groom gang home secretari sajid javid say,1
6442,RT @BBCr4today: Are we using the wrong labels for terrorists and criminals? Award-winning author @kamilashamsie says conflating their actio…,rt bbcr today use wrong label terrorist crimin award win author kamilashamsi say conflat actio,1
6443,RT @BBCSport: 18 times the admins deserved a pay-rise in 2018 👏👏👏 👉 #socialmedia,rt bbcsport time admin deserv pay rise socialmedia,1
6444,RT @BBCFergusWalsh: Scientists in Cambridge build virtual reality model of cancer as new way to study disease. htt…,rt bbcferguswalsh scientist cambridg build virtual realiti model cancer new way studi diseas htt,1
6445,'Trash Girl' Nadia Sparkes defies bullies to go global,trash girl nadia spark defi bulli go global,1
6446,"RT @BBCWorld: Seven-year-old Collman left iced sugar biscuits and chocolate milk out for Santa, even after speaking to Donald Trump who thr…",rt bbcworld seven year old collman left ice sugar biscuit chocol milk santa even speak donald trump thr,1
6447,RT @BBCBreakfast: Last Christmas Riku and Kai were trapped in tiny cages... this year they're getting their first Christmas presents 🎁❤️ @…,rt bbcbreakfast last christma riku kai trap tini cage year get first christma present,1
6448,Rake attacker Stephen Leonard revealed as 1979 child killer,rake attack stephen leonard reveal child killer,1
6449,RT @BBCSport: 'I broke a 24-hour ultrarunning world record fuelled by tacos and beer'. Camille Herron is incredible. Read her story:,rt bbcsport broke hour ultrarun world record fuell taco beer camill herron incred read stori,1
6450,"RT @BBCr4today: Ignoring ethnicity in crime would give extremists ""oxygen"", Home Secretary @sajidjavid tells @kamilashamsie. ""That is exact…",rt bbcr today ignor ethnic crime would give extremist oxygen home secretari sajidjavid tell kamilashamsi exact,1
6451,"RT @BBCr4today: The UK is ""a lot stronger and richer because of immigration"", Home Secretary @sajidjavid tells @kamilashamsie. ""I'm a big f…",rt bbcr today uk lot stronger richer immigr home secretari sajidjavid tell kamilashamsi big f,1
6452,RT @davidshukmanbbc: Japan whale hunting: Commercial whaling to restart in July,rt davidshukmanbbc japan whale hunt commerci whale restart juli,1
6453,Boxing Day Family Puzzler 2018,box day famili puzzler,1
6454,What films will you be watching in 2019?,film watch,1
6455,Art look-ahead in 2019: What to look out for,art look ahead look,1
6456,2018: The year in business - from K-pop to soybeans,year busi k pop soybean,1
6457,The dogs without a home for Christmas 🐶,dog without home christma,1
6458,'Thanks for your loved one's organ',thank love one organ,1
6459,King George VI Chase: Kempton big race - focus on runners and riders,king georg vi chase kempton big race focus runner rider,1
6460,Mount Etna: New 4.8-magnitude earthquake hits Sicily,mount etna new magnitud earthquak hit sicili,1
6461,Boxing Day hunts: Labour pledges tougher laws,box day hunt labour pledg tougher law,1
6462,Japan whale hunting: Commercial whaling to restart in July,japan whale hunt commerci whale restart juli,1
6463,Girl in Trump call still believes in Santa,girl trump call still belief santa,1
6464,Are you ready to break up with your phone?,readi break phone,1
6465,Mary Poppins Returns: The story behind the soundtrack,mari poppin return stori behind soundtrack,1
6466,Ten big science stories of 2018,ten big scienc stori,1
6467,The Thai cave rescue: What happened next?,thai cave rescu happen next,1
6468,Finding God in the anguish of violence,find god anguish violenc,1
6469,Jeremy Hunt orders review into persecuted Christians' plight,jeremi hunt order review persecut christian plight,1
6470,Tories accused over Boxing Day 'rail standstill',tori accus box day rail standstil,1
6471,Syria military says Israel strikes hit Damascus weapons depot,syria militari say israel strike hit damascus weapon depot,1
6472,'Virtual tumour' new way to see cancer,virtual tumour new way see cancer,1
6473,Newspaper headlines: Kate and Meghan display 'peace and goodwill',newspap headlin kate meghan display peac goodwil,1
6474,Man dies after being hit by police car in Liverpool,man dy hit polic car liverpool,1
6475,Argentine woman abducted in 1980s freed in Bolivia,argentin woman abduct freed bolivia,1
6476,Jurgen Klopp: Liverpool boss says no extra pressure on Premier League leaders,jurgen klopp liverpool bos say extra pressur premier leagu leader,1
6477,Thousands raised for workers laid off from Kaiam factory,thousand rais worker laid kaiam factori,1
6478,Migrant caravan: Boy dies after being held at Mexico-US border,migrant caravan boy dy held mexico u border,1
6479,Strictly Christmas special: Aston Merrygold jive wows judges,strict christma special aston merrygold jive wow judg,1
6480,Indonesia tsunami: New warning system 'to be built next year',indonesia tsunami new warn system built next year,1
6481,"Faith, family and friendship have been not only a constant for me, but a source of comfort and reassurance The Q…",faith famili friendship constant sourc comfort reassur q,1
6482,RT @BBCNewsNI: The amazing model railway hidden away underground in east Belfast,rt bbcnewsni amaz model railway hidden away underground east belfast,1
6483,RT @BBCBreakfast: 🐶🐱 Got some left overs? Giving them to your pets isn't the best idea! Peter Wright from @theyorkshirevet has some top ti…,rt bbcbreakfast got left over give pet best idea peter wright theyorkshirevet top ti,1
6484,Thailand approves medicinal cannabis,thailand approv medicin cannabi,1
6485,RT @BBCWorld: Thailand approves medicinal cannabis,rt bbcworld thailand approv medicin cannabi,1
6486,"RT @BBCWorld: ""Our differences are not a detriment or a danger - they are a source of richness"" - Pope Francis calls for peace in conflict…",rt bbcworld differ detriment danger sourc rich pope franci call peac conflict,1
6487,RT @BBCBreakfast: We could all take a leaf out of Mike's book ⬇️ He set up @_bfriend to help older people less lonely #Christmas #Christmas…,rt bbcbreakfast could take leaf mike book set bfriend help older peopl le lone christma christma,1
6488,Penguins and elephant seals 🐧🎄 this is Christmas at 'the end of the world' 👉,penguin eleph seal christma end world,1
6489,RT @BBCSport: Christmas parties provide the perfect excuse to dress up... And it turns out professional footballers love dressing up! Can…,rt bbcsport christma parti provid perfect excus dress turn profession footbal love dress,1
6490,Pope Francis urges peace in conflict zones in Christmas address,pope franci urg peac conflict zone christma address,1
6491,#DuvetKnowItsChristmas: The odd places we sleep at Christmas,duvetknowitschristma odd place sleep christma,1
6492,Peter Pan Cup: Hyde Park swimmers brave the cold for Christmas race,peter pan cup hyde park swimmer brave cold christma race,1
6493,RT @BBCEngland: Why we are working on Christmas Day,rt bbcengland work christma day,1
6494,RT @bbc5live: 🎄How do you cook the perfect roast? 🎄Can you get drunk on Christmas pudding? 🎄How do you avoid festive family feuds? The Nak…,rt bbc live cook perfect roast get drunk christma pud avoid festiv famili feud nak,1
6495,Why we are working on Christmas Day,work christma day,1
6496,"RT @BBCWalesNews: 'Pause, reflect on what we do and what effect it has'",rt bbcwalesnew paus reflect effect,1
6497,"RT @BBCWorld: ""Joie de vivre"" ❤️ Meet the man giving out giant teddy bear cuddles just to raise a smile 🐻😀 [Tap to expand]",rt bbcworld joie de vivr meet man give giant teddi bear cuddl rais smile tap expand,1
6498,Royal Family attend Sandringham Christmas church service,royal famili attend sandringham christma church servic,1
6499,RT @BBCWorld: Christmas wishes from across the globe! 🎄🎅✨ Photo gallery 👉,rt bbcworld christma wish across globe photo galleri,1
6500,Why are more boys than girls born every single year?,boy girl born everi singl year,1
6501,Wilham Mendes: Boys charged with murder of boxer,wilham mend boy charg murder boxer,1
6502,RT @BBCPolitics: Theresa May praises Armed Forces in Christmas message,rt bbcpolit theresa may prais arm forc christma messag,1
6503,RT @BBCEngland: Thirteen migrants rescued off coast of Walmer in Kent,rt bbcengland thirteen migrant rescu coast walmer kent,1
6504,RT @BBCNews: UK now has systems to combat drones - Ben Wallace,rt bbcnew uk system combat drone ben wallac,1
6505,RT @BBCNews: Penguins and elephant seals: Christmas at the end of the world,rt bbcnew penguin eleph seal christma end world,1
6506,RT @BBCNews: Trump to boy: Do you believe in Santa?,rt bbcnew trump boy believ santa,1
6507,Thirteen migrants rescued off coast of Walmer in Kent,thirteen migrant rescu coast walmer kent,1
6508,Japan's Nikkei index slides amid US uncertainty,japan nikkei index slide amid u uncertainti,1
6509,RT @BBCWorld: Indonesia's disaster agency says at least 429 people are now known to have died in the tsunami caused by Anak Krakatau volcan…,rt bbcworld indonesia disast agenc say least peopl known die tsunami caus anak krakatau volcan,1
6510,Abbas Edalat: British professor returns to UK after detention in Iran,abba edalat british professor return uk detent iran,1
6511,RT @BBCBreakfast: Unwrapped all your 🎁🎁? Now it's time to work out what you CAN recycle and what you CAN'T ⬇️ #ChristmasDay #recycle,rt bbcbreakfast unwrap time work recycl christmasday recycl,1
6512,RT @BBCNews: Church leaders' Christmas messages highlight poverty and homelessness,rt bbcnew church leader christma messag highlight poverti homeless,1
6513,Church leaders' Christmas messages highlight poverty and homelessness,church leader christma messag highlight poverti homeless,1
6514,Afghan government compound attack kills 43,afghan govern compound attack kill,1
6515,Stockton 'lacerations' death: Two charged with murder,stockton lacer death two charg murder,1
6516,Crowd-funded 'Pixel' boat starts yacht record bid,crowd fund pixel boat start yacht record bid,1
6517,Trump to boy: Do you believe in Santa?,trump boy believ santa,1
6518,Penguins and elephant seals: Christmas at the end of the world,penguin eleph seal christma end world,1
6519,Edmonton shooting murder: Family 'do not want vengeance',edmonton shoot murder famili want vengeanc,1
6520,UK now has systems to combat drones - Ben Wallace,uk system combat drone ben wallac,1
6521,Chestnut-killing wasp threatens major harvest,chestnut kill wasp threaten major harvest,1
6522,Reality Check: Do you sleep worse at Christmas?,realiti check sleep wors christma,1
6523,Spending Christmas in the World of Warcraft,spend christma world warcraft,1
6524,When Donald met Kim: What happened next?,donald met kim happen next,1
6525,What do you know about Christmas dinner?,know christma dinner,1
6526,Hot tub hack reveals washed-up security protection,hot tub hack reveal wash secur protect,1
6527,Mexico governor killed in air crash,mexico governor kill air crash,1
6528,Saudis 'helped citizen in Oregon hit-and-run case flee US',saudi help citizen oregon hit run case flee u,1
6529,In pictures: World celebrates Christmas,pictur world celebr christma,1
6530,Pope Francis condemns world of materialism and poverty,pope franci condemn world materi poverti,1
6531,Police officer buys stranded family Christmas gifts,polic offic buy strand famili christma gift,1
6532,Kevin Spacey: Actor charged with sexual assault in Massachusetts,kevin spacey actor charg sexual assault massachusett,1
6533,Baby named after officers who took woman to hospital,babi name offic took woman hospit,1
6534,Chris Evans signs off from @BBCRadio2 with emotional farewell [Tap to expand],chris evan sign bbcradio emot farewel tap expand,1
6535,"Italy circumcision kills toddler, with one man charged",itali circumcis kill toddler one man charg,1
6536,Fake Catholic priest unmasked in Spain after 18 years,fake cathol priest unmask spain year,1
6537,Trump says Fed is 'the only problem' of US economy,trump say fed problem u economi,1
6538,Gatwick drone arrest couple feel 'completely violated',gatwick drone arrest coupl feel complet violat,1
6539,RT @BBCSport: Can Might Bite bounce back? Your guide to jump racing's festive special - the King George VI Chase at Kempton:,rt bbcsport might bite bounc back guid jump race festiv special king georg vi chase kempton,1
6540,LeBron James apologises for 'Jewish money' Instagram post,lebron jame apologis jewish money instagram post,1
6541,Indonesia tsunami: Death toll from Anak Krakatau volcano rises,indonesia tsunami death toll anak krakatau volcano rise,1
6542,Car ploughs into group in Liverpool leaving man seriously hurt,car plough group liverpool leav man serious hurt,1
6543,Swiss lotto draw chaos denies jackpot winner million,swiss lotto draw chao deni jackpot winner million,1
6544,Lennie James remembers 'dread' of first Christmas in care,lenni jame rememb dread first christma care,1
6545,Daniel Rotariu: Acid attack victim to sue Leicestershire Police,daniel rotariu acid attack victim sue leicestershir polic,1
6546,Angel of the North dons Santa hat,angel north don santa hat,1
6547,Bigger discounts expected as shops try to boost sales,bigger discount expect shop tri boost sale,1
6548,Sydney Opal Tower: Thousands evacuated after 'crack',sydney opal tower thousand evacu crack,1
6549,RBS applies for German banking licence ahead of Brexit,rb appli german bank licenc ahead brexit,1
6550,Huawei's kit removed from emergency services 4G network,huawei kit remov emerg servic g network,1
6551,Christmas traffic: Delays warning as half of all drivers on roads,christma traffic delay warn half driver road,1
6552,Rafael Benitez: Newcastle surviving in the Premier League would be 'miracle',rafael benitez newcastl surviv premier leagu would miracl,1
6553,WW2 mince pies found under Isle of Man hotel floorboards,ww minc pie found isl man hotel floorboard,1
6554,The boy hearing Christmas for the first time [Tap to expand],boy hear christma first time tap expand,1
6555,Pompeii horse found still wearing harness,pompeii hors found still wear har,1
6556,Ministers to discuss Gatwick drone drama as suspects released,minist discus gatwick drone drama suspect releas,1
6557,Stone-throwing boys join Santa sleigh charity as apology,stone throw boy join santa sleigh chariti apolog,1
6558,"RT @BBCSport: England winning a penalty shootout, Man City's centurions, Neuer going walkabout... And so much more! Rank the most memorab…",rt bbcsport england win penalti shootout man citi centurion neuer go walkabout much rank memorab,1
6559,Edmonton shooting murder: Two arrested,edmonton shoot murder two arrest,1
6560,Chris Dawson: Husband in podcast mystery released on bail,chris dawson husband podcast mysteri releas bail,1
6561,Yanxi Palace: The most Googled show on Earth,yanxi palac googl show earth,1
6562,Mnuchin calls big US banks after huge stock market falls,mnuchin call big u bank huge stock market fall,1
6563,Nazanin Zaghari-Ratcliffe: Sadiq Kahn in Iran jail release call,nazanin zaghari ratcliff sadiq kahn iran jail releas call,1
6564,Anak Krakatau: Volcanologist explains Indonesia eruption images,anak krakatau volcanologist explain indonesia erupt imag,1
6565,Everton 2-6 Tottenham: 'How Pochettino methods have put Tottenham in the title race',everton tottenham pochettino method put tottenham titl race,1
6566,2018 Quiz Of The Year Part 4,quiz year part,1
6567,Guide dogs: Where do they really come from?,guid dog realli come,1
6568,The Spiderman of Paris: What happened next?,spiderman pari happen next,1
6569,"Goodwill message 'needed as much as ever', says Queen",goodwil messag need much ever say queen,1
6570,Mauricio Pochettino: Tottenham will not be distracted by Premier League talk,mauricio pochettino tottenham distract premier leagu talk,1
6571,Newspaper headlines: Queen's speech and Gatwick probe criticism,newspap headlin queen speech gatwick probe critic,1
6572,"US shutdown could stretch into January, Trump aide warns",u shutdown could stretch januari trump aid warn,1
6573,"What next for Josh Warrington, Dillian Whyte and Carl Frampton? - Bunce, Costello & Hearn",next josh warrington dillian whyte carl frampton bunc costello hearn,1
