,Unnamed: 0,jsonid,label,headline_text,subject,speaker,speakerjobtitle,stateinfo,partyaffiliation,barelytruecounts,falsecounts,halftruecounts,mostlytrueocunts,pantsonfirecounts,context,twitter_handle,followers
567,567,11681.json,half-true,The states have always defined marriage.,"gays-and-lesbians,marriage",marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,"an interview on NBC's ""Meet the Press""",marcorubio,3872345.0
569,569,545.json,half-true,"John McCain ""opposed legislation to fund levees and flood control programs, which he considers pork.""",federal-budget,barack-obama,President,Illinois,democrat,70,71,160,163,9,remarks to U.S. Conference of Mayors,BarackObama,105967804.0
570,570,5688.json,half-true,"Mitt Romneys pledged to protect (oil companies) record profits and their billions in special tax breaks, too.","energy,taxes",priorities-usa-action,,,democrat,3,1,4,2,1,a television ad,Mills_Gro6,15.0
571,571,8897.json,TRUE,Mark Warner voted for nearly $1 trillion in new taxes and $7 trillion in new debt.,"debt,federal-budget,taxes,voting-record",ed-gillespie,Republican strategist,"Washington, D.C.",republican,2,3,2,2,1,a web ad.,EdWGillespie,41528.0
572,572,2464.json,barely-true,State government spending will be increase 10.7 percent this year.,"government-efficiency,job-accomplishments,state-budget",john-kasich,"Governor of Ohio as of Jan. 10, 2011",Ohio,republican,9,8,10,18,3,a debate,JohnKasich,948445.0
573,573,7030.json,barely-true,Says Democrats first proposed prohibiting the government from negotiating prices for prescription drugs in Medicare Part D and he had nothing to do with that provision in the law.,"candidates-biography,health-care,medicare",tommy-thompson,,Wisconsin,republican,6,8,2,5,3,a debate,tomthom11,5829.0
574,574,10552.json,half-true,The FCCs net neutrality policy includes whatis essentially a massive tax increase.,"taxes,technology",mike-lee,U.S. Senator,Utah,republican,0,0,1,1,0,an email through Protect Internet Freedom,SenMikeLee,497736.0
575,575,4552.json,mostly-true,The typical white male worker in this country is making in real terms what he was making in 1973 and the average worker is making what they were making in 1996.,"economy,new-hampshire-2012,workers",david-axelrod,,,democrat,2,1,6,7,0,a speech to the New Hampshire Institute of Politics,davidaxelrod,1135241.0
576,576,6433.json,FALSE,"A United Nations arms treaty would almost certainly force the U.S. to create an international gun registry, setting the stage for full-scale gun confiscation.","guns,human-rights,trade",paul-broun,Congressman,Georgia,republican,4,8,3,2,1,a YouTube video,PaulBrounMD,12066.0
578,578,5897.json,FALSE,"When we took office, let me remind you, there was virtually no international pressure on Iran.",foreign-policy,joe-biden,U.S. senator,Delaware,democrat,11,10,21,16,4,a speech,JoeBiden,3550582.0
580,580,6926.json,barely-true,Says six studies verify that the math adds up for Mitt Romneys tax plan.,taxes,paul-ryan,U.S. Representative,Wisconsin,republican,19,6,16,14,2,the vice presidential debate,SpeakerRyan,3647633.0
582,582,2328.json,half-true,Charlie Crist has six different positions on ObamaCare.,health-care,marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,a campaign website,marcorubio,3872345.0
583,583,1352.json,mostly-true,"In the last few months alone, we have apprehended extremists within our borders who were sent here from the border region of Afghanistan and Pakistan to commit new acts of terror.",afghanistan,barack-obama,President,Illinois,democrat,70,71,160,163,9,a speech at the United States Military Academy.,BarackObama,105967806.0
584,584,679.json,TRUE,"As governor, I've stood up to ... the big oil companies.",energy,sarah-palin,,Alaska,republican,9,19,9,6,6,"Dayton, Ohio",SarahPalinUSA,1515110.0
585,585,8094.json,mostly-true,"This year, were off to our best private-sector jobs growth since 1999.","economy,jobs",barack-obama,President,Illinois,democrat,70,71,160,163,9,"a speech in Chattanooga, Tenn.",BarackObama,105967807.0
586,586,5729.json,FALSE,"Says abortion doctors are flying into this state, performing abortions and flying out.","abortion,health-care,public-health",matthew-hill,State Representative,Tennessee,republican,0,1,0,0,0,a debate on the state House floor.,matthewhillbbc,490.0
587,587,5228.json,mostly-true,Speaker Gingrich for 20 years supported a federal individual mandate for health insurance.,"health-care,legal-issues",rick-santorum,,Pennsylvania,republican,12,16,13,7,5,"a Republican presidential primary debate in Tampa, Fla.",RickSantorum,289948.0
590,590,10200.json,half-true,Weve created more jobs in the United States than every other advanced economy combined since I came into office.,jobs,barack-obama,President,Illinois,democrat,70,71,160,163,9,"an interview on CBS' ""Face the Nation""",BarackObama,105967807.0
591,591,12908.json,barely-true,One in four inmates is an illegal immigrant.,immigration,lisa-boothe,,,republican,1,0,0,0,0,an interview on Fox,LisaMarieBoothe,195005.0
594,594,1445.json,mostly-true,I have had the challenge during this administration to suspend no less than 37 public officials in about 36 months.,florida,charlie-crist,,Florida,democrat,15,9,20,19,2,Associated Press' annual legislative meeting,CharlieCrist,31928.0
595,595,2132.json,barely-true,Kendrick Meek was #1 in Florida in taking tobacco cash and then opposed a tax on cigars that would have helped pay for childrens health care.,"campaign-finance,candidates-biography",jeff-greene,,Florida,democrat,3,1,3,0,0,a campaign flier,JeffGreeneUNC,640.0
596,596,3175.json,barely-true,"Federal Reserve policies have led to a 69 percent rise in corn prices, 44 percent rise in wheat prices and 15 percent spike in sugar prices over the last year.","agriculture,energy,hunger",jamie-radtke,,Virginia,republican,1,1,1,2,0,remarks to the Senate Tea Party caucus meeting.,jamieradtke,3892.0
597,597,4064.json,FALSE,On repeal of Wisconsins smoking ban,public-health,scott-walker,Milwaukee County Executive,Wisconsin,republican,26,41,32,40,11,a news release,ScottWalker,281971.0
598,598,3520.json,mostly-true,Ninety percent of Texans say they do not want the nursing homes to close. It polls higher than anything else.,"health-care,housing,state-budget",sylvester-turner,Attorney,Texas,democrat,0,2,0,2,0,remarks on the House floor,SylvesterTurner,85549.0
599,599,11744.json,half-true,"For the first time ever, we completely funded the critical needs waiting list so persons with unique abilities can get the help they need.","disability,state-budget",rick-scott,Governor,Florida,republican,28,23,38,34,7,his 2016 State of the State address,SenRickScott,242081.0
600,600,6493.json,half-true,"Paul Ryan got his start in politics, as a young staffer just out of college, working for then-Congressman John Kasichs Budget Committee.","candidates-biography,congress,elections",chris-redfern,Chairman of the  Ohio Democratic Party,Ohio,democrat,0,0,2,4,0,a news release,ChrisRedfern419,6505.0
601,601,12201.json,barely-true,Race to the Top grants require participating states to adopt the Common Core standards as a condition for receiving federal funding.,education,david-jolly,,Florida,republican,4,0,1,1,0,a statement on his campaign website,DavidJollyFL,89834.0
603,603,486.json,TRUE,"McCain sought the political support of minister John Hagee, ""who believes Hurricane Katrina was God's punishment for gay rights and called the Catholic Church 'the Antichrist' and a 'false cult.'""",religion,moveon,,,democrat,2,4,3,0,0,an e-mail message,MoveOn,340177.0
606,606,4937.json,FALSE,"Since Wisconsin Gov. Scott Walker took office, we are losing jobs at rates not seen in decades.","job-accomplishments,jobs",kathleen-falk,,,democrat,1,3,3,1,0,an opinion column,FalkforWI,891.0
607,607,6979.json,barely-true,"Says U.S. Senate rival Tammy Baldwin supports a tax increase that President Obama says would cost middle-class families $3,000 per year.","congress,families,message-machine-2012,taxes",tommy-thompson,,Wisconsin,republican,6,8,2,5,3,a TV ad,tomthom11,5829.0
608,608,8333.json,TRUE,I would be the first Republican senator elected in New Jersey in 41 years.,"congress,elections",steve-lonegan,Conservative Activist,New Jersey,republican,1,2,2,0,0,an interview on the John Gambling radio program,Lonegan,7839.0
612,612,1100.json,mostly-true,"14,000 Americans . . . lose their health insurance every single day.",health-care,barack-obama,President,Illinois,democrat,70,71,160,163,9,a news conference.,BarackObama,105967807.0
615,615,6358.json,barely-true,"Embryonic stem cell research is at a dead end, with no one good example of a successful treatment.","health-care,message-machine-2012,science",dave-weldon,,Florida,republican,2,0,0,0,1,a mock debate,Davweldon,359.0
616,616,9199.json,half-true,The U.S. spends more money on its military than the 16 biggest military budgets in the world combined.,"federal-budget,military",anissa-naouai,RT correspondent,,none,0,0,1,0,0,comments on CNN,AnissaNow,24859.0
617,617,13524.json,pants-fire,"Wisconsin has only one county, Dane, thats hand counting the votes in the 2016 presidential recount.","county-government,elections",sean-duffy,Member of the U.S. House,Wisconsin,republican,5,1,6,1,2,an interview,RepSeanDuffy,38281.0
619,619,7788.json,half-true,The Affordable Care Act is bringing the cost of health care in our country down.,health-care,nancy-pelosi,House Minority Leader,California,democrat,3,7,11,2,3,an interview on MSNBC,SpeakerPelosi,2488397.0
621,621,1603.json,mostly-true,"Rick Perry had planned to retire from the legislature until his best friend, David Weeks, and I talked him into switching parties and running for the GOP nomination for agriculture commissioner.","candidates-biography,elections",karl-rove,,Texas,republican,2,5,2,8,0,his autobiography,KarlRove,668993.0
623,623,3886.json,mostly-true,"Out of 150,000 tenured teachers in the last 10 years, only 17 have been dismissed for incompetence.",education,chris-christie,Governor of New Jersey,New Jersey,republican,10,17,27,19,8,a speech at the Harvard Graduate School of Education,ChrisChristie,134939.0
624,624,3795.json,FALSE,The Providence teacher contract is one of the longest in the country.,"education,labor,unions",angel-taveras,Mayor of Providence,Rhode Island,democrat,2,1,2,2,0,an interview,Angel_Taveras,10676.0
625,625,8508.json,half-true,"In 1929, the Secretary of State shut down a program that was collecting information to protect America because it was unseemly, but that move led to millions and millions of deaths in World War II.","foreign-policy,history",mike-rogers,national security commentator for CNN,Michigan,republican,1,1,1,2,1,"an interview on CBS' ""Face the Nation""",RepMikeRogersAL,24748.0
626,626,3838.json,FALSE,Look at the debt that has been accumulated in the last two years. Its more debt under this president than all those other presidents combined.,"deficit,federal-budget,history",sarah-palin,,Alaska,republican,9,19,9,6,6,an interview with Fox News' Greta Van Susteren,SarahPalinUSA,1515110.0
628,628,10828.json,TRUE,Annual precipitation has increased in Rhode Island by over 12 inches in the last century.,"climate-change,history,science,weather",david-cicilline,mayor of Providence,Rhode Island,democrat,7,4,5,4,1,a commentary in The Providence Journal,davidcicilline,82461.0
629,629,7027.json,half-true,"Says Connie Mack initially said he would have voted yes for the Paul Ryan budget plan, and then, you said it was stupid and you would vote no. And then your folks corrected you, and you changed your position again, yes.","candidates-biography,federal-budget",bill-nelson,,Florida,democrat,3,1,8,10,0,a U.S. Senate debate,NelsonForSenate,14677.0
630,630,7263.json,TRUE,The state budget proposal has been submitted on time and [its] the earliest that a governor has done so in over two decades.,"government-efficiency,history,state-budget,state-finances",lincoln-chafee,,Rhode Island,democrat,3,5,3,4,0,his State of the State address,LincolnChafee,19210.0
631,631,5521.json,TRUE,Ohio is not meeting its obligation to update voter registrations when voters change their address with the BMV.,elections,kathleen-clyde,State representative,Ohio,democrat,0,0,0,0,0,a news conference,KathleenClyde,10538.0
633,633,3447.json,FALSE,"What we have now is the most generous, in my opinion, good time bill in the entire United States.","crime,criminal-justice,legal-issues,public-safety,states",richard-ferruccio,Correctional officer,Rhode Island,newsmaker,0,1,0,0,0,a radio interview,Dick_Nixon5813,2.0
634,634,6116.json,barely-true,There is no Plan B if the transportation referendum is not passed by voters.,transportation,terry-lawler,executive director of the Regional Business Coalition of Metropolitan Atlanta,Georgia,none,1,0,0,0,0,a speech,tlawler,852.0
636,636,3030.json,pants-fire,"Youll find blacks in almost every regiment throughout the South who fought right alongside white Southerners, during the Civil War.",history,ray-mcberry,,,republican,0,0,0,0,1,a radio interview,RayMcBerry,470.0
638,638,8737.json,TRUE,Our economy still has three people looking for every job (opening).,"economy,jobs,labor",gene-sperling,Director of the National Economic Council ,,democrat,1,0,0,0,0,"an interview on CNN's ""State of the Union""",genebsperling,22912.0
639,639,5156.json,TRUE,Says she got unions to agree to about $10 million in reduction of salaries and health benefits while serving as Dane County executive in Wisconsin.,"county-budget,county-government,labor,unions",kathleen-falk,,,democrat,1,3,3,1,0,a TV interview,FalkforWI,891.0
640,640,10435.json,TRUE,Democrats have lost more than 900 state legislators since Barack Obama has been president.,"candidates-biography,elections",cokie-roberts,"NPR contributor, ABC commentator",Maryland,journalist,1,0,2,2,0,"comments on ABC's ""This Week""",CokieRoberts,14148.0
641,641,2647.json,mostly-true,"Carly Fiorina, shes against banning assault weapons.","guns,message-machine",barbara-boxer,U.S. Senator,California,democrat,2,0,3,4,1,a campaign ad,BarbaraBoxer,120993.0
643,643,12928.json,half-true,"Says her campaign platform includes the biggest investment in new, good-paying jobs since World War II.","economy,education,energy,federal-budget,income,infrastructure,jobs,technology",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,"a campaign speech in Scranton, Pa. ",HillaryClinton,24462727.0
644,644,645.json,half-true,"Joe Biden brought Republicans and Democrats together to pass the 1994 crime bill, putting 100,000 cops on the streets and starting an eight-year drop in crime across the country.",crime,barack-obama,President,Illinois,democrat,70,71,160,163,9,,BarackObama,105967808.0
645,645,4716.json,FALSE,If Rhode Island does a hybrid [retirement] plan well be the first state in the nation to do this.,"pensions,public-service,retirement,workers",lincoln-chafee,,Rhode Island,democrat,3,5,3,4,0,in a hearing,LincolnChafee,19210.0
647,647,3755.json,TRUE,Failure to raise the debt limit does not force a U.S. default on debt payments.,"deficit,economy,federal-budget",randy-forbes,Representative,Virginia,republican,1,0,4,3,0,a statement.,Randy_Forbes,19946.0
649,649,12822.json,half-true,Says Donald Trump has defended World War II internment camps.,history,joaquin-castro,attorney,Texas,democrat,1,0,1,2,0,a speech at the DNC,JoaquinCastrotx,152599.0
650,650,1886.json,mostly-true,Bill McCollum holds the same position on (embryonic stem cell research) as Barack Obama.,"abortion,science",rick-scott,Governor,Florida,republican,28,23,38,34,7,a campaign mail piece.,SenRickScott,242081.0
652,652,1862.json,FALSE,Turkey is an Arab country.,"foreign-policy,pundits,abc-news-week",markos-moulitsas,Publisher of Daily Kos,California,none,0,1,0,0,0,a roundtable discussion on ABC's This Week,markos,177246.0
653,653,4076.json,barely-true,Newt Gingrichs presidential campaign has exactly the same challenges as Ronald Reagans successful 1980 bid.,history,newt-gingrich,"Co-host on CNN's ""Crossfire""",Georgia,republican,16,15,20,10,11,a television interview,newtgingrich,2117890.0
655,655,5903.json,half-true,Says Lee Leffingwell raised property taxes 20 percent in three years.,"city-budget,city-government,taxes",brigid-shea,"Principal, Carbon Shrinks LLC",Texas,democrat,0,0,1,1,0,a campaign mailer.,CommishShea,716.0
657,657,346.json,mostly-true,"8 years of the Clintons, major losses for Democrats across the nation.",elections,barack-obama,President,Illinois,democrat,70,71,160,163,9,a flyer sent prior to Super Tuesday,BarackObama,105967808.0
658,658,11501.json,FALSE,92 percent of the jobs lost during Barack Obamas first term belonged to women.,"jobs,women",carly-fiorina,,California,republican,5,5,4,3,2,the third Republican presidential debate,CarlyFiorina,698432.0
659,659,9067.json,half-true,Says President Barack Obama was responsible for the assassination of at least four American citizens in drone strikes.,"foreign-policy,legal-issues,terrorism",kesha-rogers,,Texas,democrat,1,0,1,0,0,statements on her campaign website,KeshaRogersTX,465.0
660,660,239.json,TRUE,"It used to be the policy of the Republican Party to get rid of the Department of Education. We finally get in charge and a chance to do something, so we double the size of the Department of Education.",education,ron-paul,U.S. representative,Texas,republican,5,8,8,8,3,"a debate in Johnston, Iowa",RonPaul,642429.0
661,661,5451.json,FALSE,We have 395 inmates pushed into triple-bunked cells intended for two inmates and bunked in classrooms and areas supposed to be designated for inmate labor.,"public-safety,state-budget,unions",ken-allen,,,democrat,0,1,0,0,0,a guest column,K_Factionrec,778.0
662,662,3871.json,FALSE,"The ACLU didnt call for an investigation (of the Newark police department), they called for an immediate federal monitor.","crime,ethics",cory-booker,U.S. senator,New Jersey,democrat,0,4,2,8,0,a radio interview on the Brian Lehrer show,CoryBooker,4246648.0
663,663,1458.json,barely-true,Says his executive order requiring young girls to be vaccinated against HPV wasnt mandatory.,"families,health-care",rick-perry,Governor,Texas,republican,30,30,42,23,18,a debate,SecretaryPerry,88194.0
664,664,2311.json,TRUE,Says a highway was closed in El Paso because of bullets flying across the border.,"crime,drugs,homeland-security",greg-abbott,governor,Texas,republican,11,3,8,6,5,an interview,GregAbbott_TX,246227.0
665,665,7179.json,FALSE,"If the House of Representatives fails to extend the middle-class tax cuts, 400,000 middle-class Rhode Island families will see their federal income taxes increase.","economy,families,federal-budget,income,taxes",barack-obama,President,Illinois,democrat,70,71,160,163,9,a report,BarackObama,105967808.0
666,666,9247.json,mostly-true,95 percent of the income gains in the last few years have gone to the top 1 percent.,"income,jobs",neera-tanden,President of the Center for American Progress,,newsmaker,0,0,0,1,0,"comments on NBC's ""Meet the Press""",neeratanden,170857.0
667,667,9873.json,TRUE,"Eight out of the nine states with competitive Senate races, Hispanics make up less than 10 percent of the electorate.","diversity,elections,population",chuck-todd,MSNBC political reporter,,none,0,0,1,1,0,"a comment on ""Meet the Press.""",chucktodd,2051625.0
669,669,1044.json,pants-fire,"If you actually took the number of Muslims [sic] Americans, we'd be one of the largest Muslim countries in the world.",religion,barack-obama,President,Illinois,democrat,70,71,160,163,9,interview with Canal Plus Television,BarackObama,105967808.0
670,670,1919.json,half-true,On the pace that we're on with job creation in the last four months ...we will have created more jobs in this year than in the entire Bush Presidency.,"bush-administration,economy",debbie-wasserman-schultz,"U.S. Representative, Florida District 23",Florida,democrat,7,9,8,15,3,an interview on FOX.,DWStweets,367388.0
673,673,5892.json,FALSE,Jim Renacci voted repeatedly to end Medicare.,"health-care,medicare",betty-sutton,U.S. representative from Ohio's 13th District,Ohio,democrat,0,2,1,2,1,a campaign email,BettySutton,7571.0
674,674,1294.json,mostly-true,"Sen. Joe Liebermans home state has a public option which covers about 10,000 of its citizens that was introduced by its Republican governor.","health-care,pundits",keith-olbermann,Political commentator,,none,0,2,3,2,0,'Countdown with Keith Olbermann',KeithOlbermann,1057482.0
676,676,7278.json,mostly-true,Wind powers nearly 13 million homes across the country.,environment,jennette-gayer,,,none,0,0,1,1,0,a news release,JennetteGayer,335.0
677,677,7701.json,mostly-true,Says businesses pay roughly 60 percent of taxes in Texas.,"state-budget,taxes",bill-hammond,"CEO, president, Texas Association of Business & Chambers of Commerce",Texas,republican,1,0,0,1,0,"a press conference with Gov. Rick Perry, April 15, 2013",NYHammond,10078.0
679,679,10844.json,half-true,Every president since Franklin Delano Roosevelt has had fast-track trade authority.,"congress,congressional-rules,foreign-policy,history,trade",paul-ryan,U.S. Representative,Wisconsin,republican,19,6,16,14,2,"on CNN's ""State of the Union""",SpeakerRyan,3647633.0
680,680,13390.json,mostly-true,Says Donald Trump wants to deport our Dreamers.,immigration,priorities-usa-action,,,democrat,3,1,4,2,1,a TV ad,Mills_Gro6,15.0
681,681,11952.json,FALSE,Says Barack Obama is apparently not for vetting people and saying just anybody can come to the United States.,"homeland-security,terrorism",glenn-grothman,"State Senator, 20th District",Wisconsin,republican,2,4,1,1,0,a radio interview,GrothmanforWI,1368.0
682,682,5354.json,half-true,The majority of Americans are conservatives.,"corrections-and-updates,polls",marco-rubio,U.S. Senator,Florida,republican,33,24,32,35,5,a speech at the CPAC conference,marcorubio,3872346.0
684,684,6162.json,half-true,Obama has racked up more debt than any president in history over $5 trillion.,"deficit,economy,federal-budget",jim-renacci,U.S. representative ,Ohio,republican,5,3,4,1,1,an online blog post,JimRenacci,10518.0
685,685,12926.json,half-true,Says Arizona congressional candidate Ray Strauss is a Champion of Big Government for his votes to raise taxes while on the local city council.,taxes,sarah-palin,,Alaska,republican,9,19,9,6,6,a Facebook post,SarahPalinUSA,1515110.0
687,687,3449.json,TRUE,Says Oregon is near the top or at the top of the list when it comes to capital gains tax,"state-budget,taxes",tobias-read,state representative,Oregon,democrat,0,0,0,0,0,a legislative hearing,TobiasRead,691.0
690,690,6459.json,mostly-true,Says Ronda Storms voted to fund the Taj Mahal courthouse.,"message-machine-2012,state-budget",rob-turner,Hillsborough County Property Appraiser,Florida,republican,0,0,0,1,0,a campaign mailer,ReynardCity,5955.0
692,692,13369.json,half-true,"One-half of undocumented workers pay federal income taxes, which means they are paying more federal income taxes than Donald Trump pays.","candidates-biography,immigration,taxes",hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,"a rally in Tampa, Fla.",HillaryClinton,24462729.0
694,694,10333.json,mostly-true,"Since the United States began negotiations with Iran, thats probably the first year and a half in which Iran has not advanced its nuclear program in the last decade.","foreign-policy,nuclear",barack-obama,President,Illinois,democrat,70,71,160,163,9,"comments on CNN's ""State of the Union""",BarackObama,105967808.0
696,696,1722.json,half-true,"Weve got a 1,000 National Guard troop request thats been in front of this president for over a year and no response.",immigration,rick-perry,Governor,Texas,republican,30,30,42,23,18,an interview with The Texas Tribune and Newsweek,SecretaryPerry,88194.0
699,699,4862.json,barely-true,"At a minimum, 40 percent of those who view child pornography end up molesting children as a result.","children,crime",mike-dewine,Ohio attorney general,Ohio,republican,2,0,3,1,0,a news conference,MikeDeWine,17343.0
700,700,13268.json,half-true,"In 67 different ways, Governor McCrory has raised taxes on middle income families.","economy,job-accomplishments,state-finances,taxes,workers",roy-cooper,Attorney General,North Carolina,democrat,1,0,3,1,0,a debate,RoyCooperNC,42325.0
701,701,5368.json,mostly-true,Romney adviser admits Romneycare was blueprint for Obamacare.,"candidates-biography,health-care,message-machine-2012",rick-santorum,,Pennsylvania,republican,12,16,13,7,5,a television ad,RickSantorum,289948.0
706,706,13218.json,pants-fire,Says 11 straight years of no major hurricanes striking land in the United States bores a hole right through the whole climate change argument.,climate-change,rush-limbaugh,Radio host,,none,9,11,5,2,10,a radio show broadcast,rushlimbaugh,599203.0
707,707,2302.json,half-true,"We spend more money on health care per capita in the United States than any other country in the world. Of the 30 developed countries in the world, we spend 2 1/2 times more than the average. Of the country that spends the second most per capita, Switzerland, we spend 175 percent more.",health-care,david-dewhurst,Lieutenant governor,Texas,republican,8,8,10,5,5,an editorial board meeting with the Austin American-Statesman,DavidHDewhurst,12650.0
708,708,12184.json,mostly-true,I have 2 and a half million more votes than he (Sanders) does.,elections,hillary-clinton,Presidential candidate,New York,democrat,40,29,69,76,7,"an interview on ABC's ""the View""",HillaryClinton,24462729.0
709,709,5919.json,FALSE,On abortion,"abortion,corrections-and-updates",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,various statements,MittRomney,1980960.0
711,711,4293.json,mostly-true,"Says he worked with the Democratic legislature to balance spending with revenues so that at the end of my four-year term, the rainy day fund was established at more than $2 billion.","economy,new-hampshire-2012,state-budget,state-finances",mitt-romney,Former governor,Massachusetts,republican,34,32,58,33,19,"a speech to a Manchester, N.H. Rotary club",MittRomney,1980960.0
713,713,5590.json,FALSE,Says the No. 2 cause of death in the U.S. (for) women under 50 is being killed by their spouse or domestic partner.,"crime,families,women",rod-monroe,State Senator,Oregon,democrat,0,2,0,0,0,a floor speech.,SenatorMonroe,232.0
715,715,3478.json,TRUE,The hour of sleep you lose during the change to daylight saving time might initially pose some health risks.,science,joel-keehn,,,none,0,0,0,0,0,a blog,jkeehn,304.0
716,716,9547.json,half-true,David Perdue said hed raise taxes.,taxes,jack-kingston,U.S. Representative,Georgia,republican,3,1,4,3,0,television ad,JackKingston,18597.0
717,717,8545.json,FALSE,I am the first Latina to run for governor of Texas.,"candidates-biography,diversity,elections,history",miriam-martinez,Journalist,Texas,republican,0,1,0,0,0,her campaign website,miriam__lisset,1041.0
719,719,8179.json,barely-true,"Wisconsins criminal threshold for drunken-driving is way out of line with states surrounding us, which have the second offense as a felony.","Alcohol,criminal-justice,state-budget,transportation",alberta-darling,"State Senator, 8th District",Wisconsin,republican,1,1,2,1,1,legislative testimony,SenDarling,5129.0
720,720,2106.json,FALSE,"In Ohio, we invested in our children, raising school funding by 5.5 percent in the last budget.",education,ted-strickland,Former Ohio governor,Ohio,democrat,2,6,7,4,1,a campaign speech,Ted_Strickland,16287.0
721,721,7142.json,mostly-true,"The poverty level in the Dallas school district is one of the highest in the country, higher than New York, Chicago, Los Angeles, Houston, Detroit and Newark.","education,poverty",dan-micciche,Lawyer,Texas,none,0,0,0,1,0,an opinion article in the Dallas Morning News.,DanforDISD,631.0
722,722,6016.json,mostly-true,"Says in the last six months of the Bush administration, the U.S. lost 3.5 million jobs, including 760,000 jobs during January 2009 alone.","economy,job-accomplishments",joe-biden,U.S. senator,Delaware,democrat,11,10,21,16,4,a speech at Keene State College,JoeBiden,3550583.0
723,723,10627.json,FALSE,"In 2007, when Nancy Pelosi met with President Assad of Syria, nobody got upset.","bush-administration,foreign-policy,terrorism",sean-hannity,Radio/TV host,,none,3,5,3,2,1,remarks on Fox's Hannity,seanhannity,4070061.0
725,725,5460.json,TRUE,Rhode Island has the the second-most heavily deployed National Guard in the United States.,"afghanistan,iraq,military,states",sheldon-whitehouse,U.S. Senator,Rhode Island,democrat,2,3,2,7,0,a speech,SenWhitehouse,318872.0
727,727,12420.json,half-true,"SaysVirginia RepublicanScott Taylor has been convicted in at least four different courts across the country, at times failing to even appear, and having a warrant issued for his arrest.",campaign-advertising,randy-forbes,Representative,Virginia,republican,1,0,4,3,0,a campaign flier,Randy_Forbes,19946.0
728,728,8850.json,mostly-true,Nearly 90% of Travis County government races will be settled by the time of the Democratic primary.,"county-government,elections",wayne-thorburn,,,republican,0,0,0,1,0,an opinion column in the Austin American-Statesman,waynethorburn,5.0
733,733,7798.json,barely-true,The IRS will have the ability potentially to deny or delay health care.,"health-care,taxes",michele-bachmann,Congresswoman,Minnesota,republican,8,22,6,4,16,"an interview on Fox News' ""On the Record"" with Greta Van Susteren",MicheleBachmann,251527.0
734,734,3783.json,barely-true,"Deregulation of the states telecommunications industry will create 50,000 jobs in Wisconsin.",jobs,rich-zipperer,"State Senator, District 33",Wisconsin,republican,1,0,0,0,0,interviews and testimony about the bill,zipperer_rich,2.0
737,737,4627.json,FALSE,"Nearly 14,000 Wisconsinites have lost their job since Governor Walker and the Republicans took over in January.",jobs,mark-miller,"State Senator, District 16",Wisconsin,democrat,1,1,0,0,0,a news release,RetireRevised,8273.0
738,738,5400.json,pants-fire,"Says in the last 20 years, the French have not stood by the United States on foreign policy.","foreign-policy,history,military",rick-santorum,,Pennsylvania,republican,12,16,13,7,5,a campaign event,RickSantorum,289948.0
739,739,4875.json,TRUE,"For the average middle-class family, your taxes today are lower than when I took office.","job-accomplishments,taxes",barack-obama,President,Illinois,democrat,70,71,160,163,9,"a speech in Scranton, Pa.",BarackObama,105967808.0
740,740,1867.json,half-true,"There's more than 100,000 people working at the Department of Agriculture. That's 1 employee for every 30 farmers.","agriculture,federal-budget",george-lemieux,,Florida,republican,4,1,6,4,0,a meeting with the St. Petersburg Times editorial board.,George_LeMieux,9835.0
743,743,538.json,mostly-true,"Barack Obama ""passed laws moving people from welfare to work.""",poverty,barack-obama,President,Illinois,democrat,70,71,160,163,9,a television ad,BarackObama,105967809.0
745,745,6274.json,mostly-true,Says President Barack Obama promised a pathway to citizenship to undocumented immigrants and didnt deliver jack squat on any of it.,"children,families,homeland-security,immigration",reince-priebus,"Chairman, Republican National Committee",Wisconsin,republican,2,12,8,3,1,an interview,Reince,938458.0
747,747,1437.json,half-true,"The amount of debt is on pace to double in five years and triple in 10. The federal debt is now over $100,000 per household.",federal-budget,bob-mcdonnell,Governor,Virginia,republican,6,5,7,6,3,the Republican response to the State of the Union,BobMcDonnell,29625.0
749,749,9295.json,half-true,The proposed Gogebic mine in northern Wisconsin could be extended as long as 21 miles.,environment,dan-kaufman,,,none,0,0,1,1,0,an opinion article,DarpaDan,1189.0
750,750,2358.json,barely-true,"The Richardson-Denish administration gave 50,000 drivers licenses to illegal immigrants in New Mexico.","immigration,message-machine",susana-martinez,Candidate for governor of New Mexico,New Mexico,republican,1,0,1,0,0,a campaign ad,Gov_Martinez,18089.0
753,753,13434.json,TRUE,Says Richard Burr was one of only three senators who voted against a ban on insider trading for members of Congress. And he called that vote brave.,"congress,congressional-rules,ethics,legal-issues,voting-record",deborah-ross,Democratic candidate for U.S. Senate,North Carolina,democrat,0,0,3,0,0,a debate,DeborahRossNC,6416.0
756,756,6841.json,mostly-true,Says the United States has the highest corporate tax rate in the world.,"corporations,taxes",joseph-kyrillos,State Senator,New Jersey,republican,3,3,2,2,1,a debate on NJTV,Jmansourk,1.0
